ID;pName
8271;James LaGrone
8275;Wolfgang Hesse
8276;Hermann Engesser
8292;B. C. Vickery
8297;N E. A. Blomgren
8300;Richard B. Pilcher
8303;Robert Tardif
8308;J.H. Western
8309;R.W. Marsh
8310;R. Eric Taylor
8313;P. H. Winston
8314;B. K. Horn
8318;Syed S. Ali
8323;Furay Melissa
8324;Doak Heather
8325;Percy Michele
8326;Phillips Tammy
8330;Athomas Goldberg
8332;David Haxton
8334;G. Mitchell Wood
8336;P. Tobin Maginnis
8340;Laurent Michel
8341;Pascal Van Hentenryck
8345;Jones Tania
8346;Hawkins Misha
8349;" IEEE Design & Test Staff"
8352;" IEEE Software Staff"
8355;Leszek Holenderski
8357;Anna Bucalo
8358;Giuseppe Rosolini
8361;Bruce W. Arden
8362;Bernard A. Galler
8363;Robert M. Graham
8366;Felix Gönnert
8367;Konrad Wolf
8370;Makoto Katsura
8374;Gabriel Gelade
8375;Medhi Leffad
8376;Anthony Menard
8377;Matthieu Poirey
8379;Patrick Bergeron
8381;Matthew Parker
8383;Alma de la Serra
8387;Gary Rydstrom
8389;Kenneth Fields
8392;Ilija Brunck
8395;Daniel Kühlwein
8397;Josef Urban
8398;Evgeni Tsivtsivadze
8399;Herman Geuvers
8400;Tom Heskes
8404;Dennis Callahan
8408;François Schwarzentruber
8412;Edwin van der Heide
8416;Conor McBride
8418;Joel Spencer
8423;Patrik Eveborn
8425;Patrik Flisberg
8427;Mikael Rönnqvist
8457;Andreas Feix
8460;Bart Hengeveld
8464;Reetta Neittaanmäki
8465;Jari Suominen
8469;TOM J. WACHTEL
8470;FRED F. FERRI
8471;LONNIE R. MERCIER
8486;W S Lovell
8489;Patrick De Carvalho
8492;James A. Cocores
8493;Mark S. Gold
8494;Michael M. Miller
8495;Robert E. Kay
8496;James T. Johnson
8499;Sandra A. Mazur
8503;Adam Byrne
8504;Woody Smith
8506;Tony Hoare
8510;Erica Dawn Keesee
8511;Holli Torres
8512;Kelly Ward
8515;Abbass Khurram
8516;Gul Waheed
8517;Akram Salma
8520;Theresa E. Watts
8525;Enrico Primo Tomasini
8529;J. Pierre Loebel
8530;Nader Oskooilar
8533;Hugo Partsch
8534;Jan Schuren
8535;Steve Thomas
8538;Ira Addes
8539;Earnest Seiler
8542;Saggini Raoul
8544;Bellomo Rosa Grazia
8545;Russo Chiara
8548;Klaus Grue
8552;Johan Klein Haneveld
8556;K. Rajagopalan
8560;Alfred T S Leung
8562;Lulu L Cheng
8563;Joan S K Ng
8564;Dennis S C Lam
8567;L S A Augustin
8571;Stefan Dirnstorfer
8575;C. Pawley
8577;Gerald Carter
8579;Howard Chu
8582;Aleksander Sadikov
8584;Ivan Bratko
8588;György Kemenes
8590;Paul R Benjamin
8593;Gary Annunziata
8594;Alan Hakim
8595;Alan G. Pocinki
8598;Thomas Haegele
8601;Ronald Donelson
8605;Roger Gray
8609;Jürgen Dunst
8611;Axel Becker
8615;S Ewer
8618;Christophe Rhodes
8619;Pascal Costanza
8620;Theo D'Hondt
8621;Arthur Lemmens
8622;Hans Hübner
8625;Carmen Branje
8626;Susan Marshall
8627;Ashley Tyndall
8628;Deborah I. Fels
8631;Michael Kircher
8632;Prashant Jain
8635;Russell J. Abbott
8639;Henk J. Sips
8640;Antonio Corradi
8641;Murray Cole
8645;Greg Aloupis
8646;Jean Cardinal
8647;Sébastien Collette
8648;Stefan Langerman
8652;Philip C. Duchastel
8656;Wilfried Buchmüller
8659;Xiaofei He
8662;Mona Khare
8663;Rashmi Singh
8679;Lothar Schmitz
8681;Uwe M. Borghoff
8682;Peter Rödig
8683;Jan Scheffczyk
8685;Frank Drewes
8688;Shiying Wang
8689;Shangwei Lin
8694;Volker Hammer
8695;Reinhard Fraenkel
8697;Dawn Haberlach
8698;Todd Kaufmann
8699;Teruko Mitamura
8700;Ira Monarch
8701;Koichi Takeda
8702;Margalit Zabludowski
8706;Robert Bjornson
8708;Field G. Van Zee
8709;Ernie Chan
8725;Phong Q. Nguyen
8730;Margaret Cahill
8734;Gerd Reimann
8735;Peter Brenner
8736;Hendrik Büring
8738;James H. Davenport
8739;Richard D. Jenks
8746;M. Kakihara
8747;"C. S""rensen"
8750;Dana Randall
8753;Paul G. Linaweaver
8754;Charles V. Paganelli
8759;I. E. Sutherland
8763;Brian Ireson
8766;Jeremy Kepner
8770;Daniel Tabak
8775;Dave Aucsmith
8777;James A. Whittaker
8780;Jane Morrill Tazelaar
8784;Timothy G. Griffin
8786;Joäo Luís Sobrinho
8790;Larry Smarr
8792;Charles E. Catlett
8795;Micro Speretta
8797;Susan Gauch
8802;Jose Meseguer
8805;Matt Clausen
8806;Jon Gutman
8808;Helen Kalafatic
8811;Takashi Fukaya
8813;Toshio Iwai
8815;Yuko Yamanouchi
8819;Fabio Daniel Tovar
8821;Jorg Schwamstecher
8823;Lewis N. Siegel
8826;Taehee Kim
8830;Casey Reas
8833;Annick Harel-Bellan
8834;Serge Evrard
8835;Jacques Pouysségur
8838;Joe Takayama
8843;Tapio Takala
8845;Shoichiro Iwasawa
8847;Kenji Mase
8849;Shigeo Morishima
8852;Andrew Grimshaw
8854;Adam Ferrari
8855;Greg Lindahl
8856;Katherine Holcomb
8859;Hiroki Mori
8861;Dairoku Sekiguchi
8863;Shigesumi Kuwashima
8864;Masahiko Inami
8866;Fumitoshi Matsuno
8869;Vadim Abadjev
8871;Miguel del Rosario
8872;Alexei Lebedev
8873;Alexander Migdal
8874;Victor Paskhaver
8878;H. R. Fletcher
8879;J. Lee
8880;S. Choo
8881;J. Berzowska
8882;C. Wisneski
8883;C. Cano
8884;A. Hernandez
8885;C. Bulthaup
8887;Midori Kitagawa
8889;Robert Frick
8891;Piotr Karwas
8893;Michael Schrage
8897;Leon Davis
8902;Julien Signés
8904;J. Jeffrey Close
8906;Audrey Mahaut
8907;Cyrille Roux
8909;Hisato Iwai
8912;C. L. Moore
8914;M. L. Ruwe
8917;Byeong Sam Jeon
8919;Ed Burton
8920;Matt Gould
8923;Makoto Yabuki
8926;Kumiko Kushiyama
8928;Masashi Yasada
8930;Yuji Suzumura
8936;Robert Abbott
8938;Bill Litfin
8940;Tony Feldman
8944;Bard Mckinley
8945;Yun-ling Lee
8949;Laurence Altman
8952;Daniel Serain
8953;Iain A. Craig
8956;R. Becchini
8957;P. Chilaev
8958;V. Krivtsov
8959;I. Viglietti
8960;V. Volochinov
8962;Arendse Bernth
8964;Claudia Gdaniec
8967;R. C. Goldstein
8968;V. C. Storey
8971;David May
8972;Dan Page
8973;James Irwin
8974;Henk L. Muller
8978;Richard Draves
8980;W. Berndt
8981;K. Brantner
8982;H. G. Thome
8983;B. Wieneke-Toutaoui
8987;Alexander Reinefeld
8988;Geoffrey Fox
8989;Domenico Laforenza
8990;Edward Seidel
8993;Xiaorong Xiong
8994;Yael Hanein
8995;Jiandong Fang
8996;Yanbing Wang
8997;Weihua Wang
8998;Daniel T. Schwartz
8999;Karl F. Böhringer
9002;G. Landsberg
9003;H. Meyerhoff
9007;Michael H. Böhlen
9008;Christian S. Jensen
9011;Thomas Schütz
9015;Dalia Motzkin
9018;Helmut K. Berg
9022;" Sys admin staff"
9026;Kristian Labusga
9028;Hochschule der Medien
9031;Aggelos Bousbouras
9033;Antanas Kazilunas
9037;John Stockton
9041;G. Schuh
9043;A. Kampker
9044;C. Narr
9045;T. Potente
9046;P. Attig
9050;Marcia Lei Zeng
9053;Deepali A. Godse
9056;Bret Battey
9059;Peter Byrne
9061;Elsa Bréhin
9063;Raphaêl Calamote
9064;Mauro Carraro
9065;Maxime Casaux
9066;Emilien Davaud
9067;Laurent Monneron
9068;Axel Tillement
9070;John N. Warfield
9075;Michael Meyer
9076;Philippe Wernet
9077;Toshinori Suzuki
9078;Fumihiko Matsui
9079;Martin Morscher
9080;George G. Kleiman
9081;Chistian Papp
9082;Frank M. F.
9083;Adam P. Hitchcock
9084;Pireaux Jean-Jacques
9085;Emad F. Aziz
9086;Franz Hennies
9087;Carniato Stephane
9088;Sergey Borisenko
9089;Akira Sekiyama
9090;Roman Flesch
9091;Kiyonobu Nagaya
9092;Marko Huttula
9093;Matthias Neeb
9094;John C. Hemminger
9095;Pokapanich Wandared
9096;Klaus Hermann
9097;Anders Nilsson
9098;Zhi Liu
9099;Urs Staub
9100;Di-Jing Huang
9101;Andrei Rogalev
9102;Fulvio Parmigiani
9103;Takeshi Nakagawa
9104;Toshio Miyamachi
9105;Mihaela Gorgoi
9106;Akio Kotani
9107;Victor N. Antonov
9108;Hidekazu Ikeno
9109;Yongfeng Hu
9110;Munetaka Taguchi
9111;Catalin Miron
9112;Vandana Sharma
9113;Jascha Repp
9114;Michael G. Ramsey
9115;Jeong Won Kim
9116;Han Woong Yeom
9117;Jamie Cole
9118;Jinghua Guo
9119;Toru Hirahara
9120;Geoff Thornton
9121;Xudong Xiao
9122;Yousoo Kim
9123;Elena Filatova
9124;Victor Yu Aristov
9125;Satoshi Kera
9126;Michel A. Van Hove
9127;M. A. Van Hove
9128;Maria Novella
9129;Piancastelli PL
9130;Akiyoshi Hishikawa
9134;Yuliya Lanina
9136;Katja Loher
9138;Robert Stewart
9142;Jawahar, P.M.
9145;Phil Stenton
9150;Jerome Boulbes
9154;Ronald H. Perrott
9158;Cem Sina Cetin
9162;Ming Tabg
9164;Jonathon Anderson
9168;E.F. Codd
9172;Pranav Mistry
9174;Patricia Maes
9178;Yasufumi Soejima
9179;" Jomonism"
9183;Andrew B. Kahng
9187;Andrew Allison
9190;Refractor
9193;Richard Stern
9196;David Hannum
9199;Robert Noyce
9201;Michael D. Rap
9204;Joe Schallan
9206;Colin H. Davidson
9211;Anya Belkina
9214;Helmut Schwichtenberg
9216;T Narumi
9218;S Nishizaka
9220;T Kajinami
9221;T Tanikawa
9222;M Hirose
9226;Daniel Gooch
9230;Hongzhi Li
9231;Xijia Liu
9234;Anne Schlicht
9236;Heiner Stuckenschmidt
9240;Andrzej Trybulec
9242;Norman Megill
9244;John Hyde
9248;Christos A. Kapoutsis
9253;Hyunwoo Bang
9254;Yunsil Heo
9256;Deng Bohong
9259;Petra Schierke
9262;William W. Cotterman
9266;Roger B. Dannenberg
9268;Tom Neuendorffer
9269;Joseph M. Newcomer
9270;Dean Rubine
9271;David B. Anderson
9273;Sven Kommer
9276;Naomi Lubick
9279;Jeffrey F. Rayport
9280;John J. Sviolka
9283;N Francis
9284;A Kershaw
9289;Peter Buxmann
9290;Oliver Hinz
9293;Björn Fay
9297;Brian McNair
9301;Mike Phillips
9305;Mike Phillips
9307;Gary Klein
9309;Karol G. Ross
9310;Brian M. Moon
9311;Devorah E. Klein
9313;Robert R. Hoffman
9315;Erik Hollnagel
9319;Azhmukhamedov Iskander
9322;Radu Vultur
9325;Vilson Vieira
9326;Renato Fabbri
9327;Luciano da Fontoura Costa
9332;Walter Knödel
9336;Anm d. Red
9341;Ciro Castiello
9343;Giovanna Castellano
9345;Anna Maria Fanelli
9392;James L. Alty
9395;W. Buck
9396;A. Grammer
9397;B. Muehlemeier
9400;Andreas Rehkopf
9403;A ROCKOFF
9406;Elisha R. Huggins
9413;Vinton G. Cerf
9416;Inman Harvey
9419;Jonathan K. Millen
9420;Grit Denker
9424;Michael Tüxen
9428;MELVYN KOBY
9429;SHARON S. HARTMAN
9430;GEORGE T. DANAKAS
9434;Vadim Ponomarenko
9438;Robert K. Meyer
9441;R.J. Ilmoniemi
9442;R.J. Näätänen
9446;Tanja Zseby
9448;Steven F. Barrett
9450;Daniel J. Pack
9455;Birgit Schenk
9458;Armin Weinberger
9459;Frank Fischer
9463;Arthur I. Bloomfield
9467;Joseph P. S. Kung
9470;D.R. Ireland
9471;B.G. Mockett
9472;W.C. Abraham
9474;K. G. Engelhardt
9475;Roger Edwards
9479;Rodrigo M. Barbosa
9480;Alfredo Goldman
9484;Markus Völter
9486;Rilla Khaled
9487;Pippin Barr
9488;Robert Biddle
9490;Heinrich Niemann
9492;Michael Clausen
9493;Frank Kurth
9494;Meinard Müller
9498;Koen Vanderkimpen
9499;Eric Steegmans
9503;Eduard Fried
9504;Yan Geng
9505;Sebastian Ullrich
9506;Daniel Kneer
9507;Oliver Grottke
9508;Rolf Rossaint
9509;Thomas Martin Deserno
9510;Torsten Kuhlen
9513;Stefan Stein
9514;Thomas Lange
9515;Stefanie Zittlau
9516;Sandra Jakob
9517;Matthias Ehrenstein
9518;J. Felix Hampe
9522;Roberta Gobbi
9526;Angelica Reyes
9527;Ruth S. Contreras Espinosa
9530;Neil McBride
9532;Pak-kiu Chung
9533;Bing Fang
9534;Roger W. Ehrich
9535;Francis K. H. Quek
9539;Harald Yndestad
9544;Ling Liu
9545;Bhuvan Bamba
9546;Myungcheol Doo
9547;Péter Pesti
9548;Matt Weber
9552;Min Chen
9553;Shu-Ching Chen
9555;Sandra de Amo
9556;Waldecir Pereira Junior
9557;Arnaud Giacometti
9559;Rob Schreiber
9561;Willy Govaerts
9562;Yuri A. Kuznetsov
9563;Bart Sautois
9565;James Newcomb
9567;Tom Schaul
9568;Juergen Schmidhuber
9570;Guenther Palm
9572;Søren Bertil F. Dorch
9574;Jonathan Bard
9576;Wolfgang Pribyl
9579;Thomas Hess
9583;Martin Böhringer
9585;Peter Gluchowski
9587;Franziska Klügl
9591;L. E. Navarro-Serment
9592;R. Grabowski
9593;C. J. J. Paredis
9594;P. K. Khosla
9597;Vasek Chvátal
9601;IEEE Software Staff
9604;Stefan Aufenanger
9607;Susanne Boll
9610;Manfred Glesner
9613;Peter C. Jurs
9615;Klaus Herrmann
9617;Gero Mühl
9619;Michael A. Jaeger
9644;Bret Tilson
9648;Carlos A. Bana e Costa
9649;Jean-Marie de Corte
9650;Jean-Claude Vansnick
9655;Jens Bienert
9657;Dirk Fox
9662;Dirk Fox
9664;Jochen Schlichting
9666;Lothar Hotz
9668;Thomas E. Murray
9671;Felix Kaufman
9676;Fenwicke W. Holmes
9678;David McRoberts
9682;IEEE Software Staff
9685;IEEE Software Staff
9693;James Cownie
9694;Duncan Roweth
9697;Patrick Amestoy
9698;Alfredo Buttari
9699;Iain S. Duff
9700;Abdou Guermouche
9701;Jean-Yves L'Excellent
9702;Bora Uçar
9706;Allen D. Malony
9708;Scott Pakin
9712;Steven Gottlieb
9718;Robert H. Halstead Jr.
9720;Rusu, S.
9722;Warnock, Jim
9736;Farhad Arbab
9737;Ivan Herman
9762;Arun Ross
9764;Juan Albero Sanchis
9768;Bram Adams
9769;Herman Tromp
9770;Kris De Schutter
9771;Wolfgang De Meuter
9775;H. Peter Gumm
9778;Tim Follen
9782;Jack B. Dennis
9785;Ubiquity staff
9790;Jules Françoise
9791;Norbert Schnell
9792;Riccardo Borghesi
9793;Frédéric Bevilacqua
9796;Manny Athavale
9799;Inmi Lee
9800;Kyle McDonald
9802;Younghui Kim
9803;Sanghwa Hong
9804;Kyungmee Kim
9805;Kwanu Park
9809;P. Farrell-Vinary
9812;Tom Negrino
9813;Dori Smith
9816;David G. Smith
9817;Joey K. Tuttle
9820;Doug Pfeifer
9823;Jeff Baker
9825;Joel Sevilla
9827;Caleb Strauss
9829;Bob Hoffman
9834;Randall Raus
9835;Hang Lau
9838;David Anderson
9841;Kevin Cheng
9844;Anuj Gupta
9846;Leon Rothkrantz
9851;Miyuki Saito
9854;Chris Mouw
9859;Sangyoung Cho
9860;Jiwoo Hong
9861;Geehyuk Lee
9862;Woohun Lee
9866;John Clark Matthews
9868;Naoteru Gouda
9870;Michael Philippsen
9879;Jürgen Pfeffer
9880;Peter Fleissner
9882;David W. Bennett
9884;Motoshi Chikamori
9885;Kyoko Kunoh
9887;Yasuo Ohba
9889;Michael Schenk
9892;Kengou Miyakuni
9893;Tomohiro Kadokawa
9894;Hidenori Onishi
9896;Hiromasa Horie
9897;Gaku Tada
9898;Shuji Hiramatsu
9899;Yasuharu Yoshizawa
9900;Hidehisa Onai
9901;Naomi Horikawa
9903;Stefan Brüning
9904;Uwe Egly
9905;Thomas Rath
9908;Gerhard Schellhorn
9909;Axel Burandt
9912;Bobby de Groot
9915;Jed Henry
9916;Jordan Pack
9918;Mike Buckland
9921;Robert D. Carlitz
9924;Hideki Kozima
9926;Marek P. Michalowski
9928;Cocoro Nakagawa
9932;Jean-Luc Marichal
9957;Christiane Steffens
9958;Leon Urbas
9962;Guntram Wicke
9963;Michaela Huhn
9964;Andreas Pfitzmann
9965;Peter Stahlknecht
9968;Klaus-dieter Schewe
9972;S.G. Pierzynowski
9973;R. Zabielski
9977;Till Schümmer
9979;Gerry Stahl
9980;Angela Carell
9984;Xavier Nicolas
9986;Hironori Terai
9989;William D. Gropp
9993;Charles Phillips
9994;Moscone North
9995;Charles Phillips
9996;Ted Farrell
10000;William J. Mitchell
10002;Ian Horrocks
10004;Günter Oberjatzas
10008;Reinhard Oppermann
10012;Guido Bertoni
10013;Joan Daemen
10014;Michael Peeters
10015;Gilles Van Assche
10019;Zygmunt J. Haas
10023;Henry E. Kyburg Jr.
10026;James Coplien
10027;Joseph Gil
10028;David Harel
10029;Bertrand Meyer
10039;Evelyn Anderson
10041;D. Ewen Cameron
10043;O. Hauswirth
10044;W. Kovach
10052;Dirk Fox
10062;Thomas Eisenbarth
10063;Timo Kasper
10064;Christof Paar
10065;Sebastiaan Indesteege
10068;Aaron Estes
10070;Radmilo Racic
10073;Cameron Browne
10076;Reinhard Grimm
10079;Stefan Andres
10082;G. Westheimer
10084;Ken Perlin
10086;Eric M. Hoffert
10091;T. H. Nelson
10095;Cheng Soon Ong
10096;Alexander J. Smola
10097;Robert C. Williamson
10101;Andrea Mantler
10102;Jack Snoeyink
10106;György Buzsáki
10108;Okihide Hikosaka
10110;Barry Arons
10114;Christophe Letellier
10115;Otto E. Rossler
10117;Masud Husain
10119;Yaser S. Abu-Mostafa
10123;Kim Blackwell
10124;Joseph Farley
10127;T. Gold
10131;Yong He
10132;Guo-Ping Liu
10133;David Rees
10134;Min Wu
10173;Huei-jan Shyr
10174;Gabriel Thierrin
10178;A. G. Bell
10181;Olaf Müller
10182;Tobias Nipkow
10183;David Von Oheimb
10184;Oscar Slotosch
10208;Izak Broere
10209;Peter Mihók
10213;Sy-David Friedman
10214;Philip D. Welch
10219;E. Gershon
10220;U. Shaked
10242;Wolfgang Benn
10243;Klaus Küspert
10246;Dirk Fox
10251;Terry Lim
10255;Stephen Pavelski
10257;James E. Conrad
10259;Aaron J. Hartline
10262;Federico Silla
10265;Jay Lee
10266;Sandia Ren
10267;Hiroshi Ishii
10268;James Hsiao
10269;Rujira Hongladaromp
10271;Quincey Koziol
10273;Jason Shulman
10279;B. Jack Copeland
10285;Katherine Jamerson
10290;Judy E. O'Neill
10291;Brian Randell
10292;Geoffrey C. Bowker
10293;J.-P. Poitou
10294;Pierre-E. Mounier-Kuhn
10297;Geoffrey Bowker
10301;Donald W. Davies
10302;Richard W. Watson
10309;Moshe Y. Vardi
10312;Toshiyuki Masui
10316;Vijay Alturi
10318;Klemens Böhm
10319;Torsten Grabs
10320;Uwe Röhm
10321;Roger Weber
10326;Elaheh Pourabbas
10328;Maurizio Rafanelli
10334;Jonathan Arnowitz
10335;Elizabeth Dykstra-Erickson
10338;David Ginat
10340;Leonard Marvy
10344;Thomas Bernos
10345;Nicolas Lesaffre
10346;Jerome Haupert
10348;Kevin Cheng
10350;Kevin Cheng
10355;Oliver Vogel
10358;Michael R. Clarkson
10359;Fred B. Schneider
10363;Karim Khenissi
10365;Clavel Emilie
10367;Carl Pollard
10370;Jody Ghani
10373;Guy Ben Shetrit
10379;Fantasista Utamaro
10380;Shane Lester
10381;Bruce Ikeda
10382;Kana Wakabayashi
10383;San Takashima
10385;Robyn Taylor
10387;Guy Schofield
10389;John Shearer
10390;Pierre Boulanger
10391;Patrick Olivier
10395;Keren Censor-Hillel
10396;Erez Petrank
10397;Shahar Timnat
10401;John Harrison
10402;Konrad Slind
10403;Rob Arthan
10405;Jiaran Zhang
10407;Xiaohui Yu
10408;You Li
10409;Liwei Lin
10413;Kai Ni
10414;Frank Dellaert
10418;Patricia Adams
10422;Moritz Schneider
10424;Nicolas Leu
10427;Chien Lan-Chi
10433;Slim Turki
10434;Michel Léonard
10438;David Love
10441;Friedhelm Meyer auf der Heide
10442;Kamil Swierkot
10445;Daniel Michelis
10446;Hendrik Send
10447;Thomas Schildhauer
10450;Lars Schwarze
10454;J. Hennig
10457;Geert-Jan Houben
10458;Kees van der Sluijs
10459;Peter Barna
10460;Jeen Broekstra
10461;Sven Casteleyn
10462;Zoltán Fiala
10463;Flavius Frasincar
10466;Thijs van Krimpen
10467;Daphne Looije
10468;Siamak Hajizadeh
10472;Gilles Falquet
10473;Luka Nerima
10474;Jean-claude Ziswiler
10478;Christian Schindelhauer
10480;Christina Schmidlin
10483;Amanda Libotte
10486;Mark Mages
10487;Matthias Hopstock
10489;Seiichiro Matsumura
10499;Ruth A. Maulucci
10501;ADAM Morton
10503;MICHAEL P. GERARDO
10504;MARIA A. CORIGLIANO
10505;BETH J. WUTZ
10564;J. A. HOLLAND
10565;W. G. WOLFE
10566;J. A. KYLSTRA
10569;S. Denyer
10585;James R. Miller
10586;Joseph W. Sullivan
10587;Sherman W. Tyler
10591;Tresserras-Gaju Ricard
10592;de la Puente-Martorell Maria Luisa
10593;Constante-Beitia Carles
10597;Naganand Doraswamy
10598;Dan Harkins
10601;Ramesh Jain
10605;Gulyan S. Varadan
10607;" IEEE Intelligent Systems staff"
10612;Christiane Nüsslein-Volhard
10617;Zoltán Turányi
10618;Andras Valkó
10624;Robert J. Jenkins, Jr.
10628;Keith Start
10631;Swainson, John
10633;Sabbah, Danny
10647;Stefano Levialdi
10651;Kosta Dosen
10652;Zoran Petric
10655;Chris Westrup
10657;Sean Dorward
10658;Rob Pike
10659;David Leo Presotto
10660;Dennis Ritchie
10661;Howard Trickey
10662;Phil Winterbottom
10666;Sergio Gurrieri
10671;Laura Hill
10672;Dick Gabriel
10673;Harlan Sexton
10675;Kevin Tyson
10677;David West
10681;Jürgen Dix
10683;Michael Fisher
10685;Hector Levesque
10687;Leon Sterling
10692;Andy Hunt
10693;Dave Thomas
10696;Jaroslav Tyman
10697;Grant P. Gruetzmacher
10698;John Stasko
10702;Kazzi Amin Antoine Nabih
10703;Brenner Barry
10704;Camargo Carlos A
10705;Corbridge Thomas
10706;Krishnan Jerry A
10707;Nowak Richard
10708;Rachelefsky Gary
10711;Usama Fayyad
10712;Georges G. Grinstein
10715;Roberto Leombruni
10717;Matteo Richiardi
10720;Joreg
10722;Richard L. Wexelblat
10726;WU Xin
10730;Jean-Philippe Martin-Flatin
10732;Joe Sventek
10734;Kurt Geihs
10738;Jaekyung Jung
10741;Benn Konsynski
10745;A Botinis
10752;C MARTIN
10755;Adrian V. Gheorghe
10756;Marcelo Masera
10760;Yongmao Ren
10762;Hualin Qian
10763;Yuepeng E.
10764;Jun Li
10765;Jingguo Ge
10768;Laithwaite, E.R.
10772;William Farmer
10774;Michael Geselowitz
10778;Henk Barendregt
10782;James P Allen
10784;David B Knaff
10787;IEEE Intelligent Systems staff
10789;Karen Littleton
10791;Dorothy Miell
10795;D. Stevens
10797;S. Dragicevic
10798;Kristina Rothley
10831;Arina Soukhoroukova
10833;Martin Spann
10835;Takashi Gomi
10836;Steve Grand
10837;Francesco Mondada
10838;Gregory R. Mulhauser
10841;Andrea Back
10842;Michael A. Cusumano
10845;Oleg Kiselyov
10849;Bernd Skiera
10851;Oliver Günther
10853;Christof Weinhardt
10856;Gunter Dueck
10860;Yousef Kilani
10862;Mohammad Bsoul
10863;Ibrahim Obeidat
10864;Mamoun Al-Rababaa
10871;Miao Tien-Yu
10874;Dan Charbit
10877;Alex Potanin
10879;Johan Östlund
10881;Yoav Zibin
10883;Michael D. Ernst
10888;Ramon Jansana
10893;Nancy K. Roderer
10897;Eric Wilhelm
10902;Pascal Felber
10903;Alberto Montresor
10907;D Mazyck
10912;Wolfgang Arendt
10916;Jukka Moisio
10920;Riccardo Williams
10923;Konstantin P. Wishnevsky
10926;Brian K. Reid
10927;Stephen Stuart
10929;Cedric Boeckx
10931;Wilfried Brauer
10935;Luitzen Egbertus Jan Brouwer
10938;Karen Littman
10941;Michael P. Manns
10945;Joe Pitcher
10948;Jürgen Beyerer
10949;Olaf Sauer
10952;Kelley P
10953;Boas D
10957;Paul-Antoine Bisgambiglia
10960;W G Berl
10967;J.-P. Bouché
10968;R. D'Ari
10969;J.-M. Louarn
10972;T D Lawrie
10977;Gerhard Schurz
10978;Hannes Leitgeb
10982;Hans-Joachim Bungartz
10984;Efstratios Gallopoulos
10985;Yousef Saad
10988;R Rylander
10991;Gregory S. Parks
10996;Björn Thór Jónsson
10997;Vincent Oria
11003;Denis Barthou
11004;Wolfgang Karl
11005;Ramón Doallo
11006;Evelyn Duesterwald
11007;Sami Yehia
11011;Yurii Vlasov
11014;Jeffrey McCullough
11019;Dr.J.W. Linnett
11023;Fernanda M. R. Alencar
11024;Juan Sánchez
11025;Vera Werneck
11028;Unknown
11035;Simon Hughes
11041;Pushpak Bhattacharyya
11045;Noël Fabrice
11046;Verscheure Sophie
11047;Parson Walther
11048;Roewer Lutz
11049;null null
11052;Ronald Dalman
11053;Jon Matsumura
11057;Zhifang Chai
11058;Weizhi Tian
11059;Rolf Zeisler
11063;Marit Hansen
11065;Benedikt Buchner
11067;Sandra Steinbrecher
11069;Dirk Fox
11072;Franz Lehner
11076;Günter Robbert
11078;Jan Alexandersson
11090;John McGregor
11096;Dhabaleswar K. Panda
11097;Sayantan Sur
11099;Matthias Bollhöfer
11100;José Ignacio Aliaga
11101;Alberto F. Martín
11102;Enrique S. Quintana-Ortí
11110;Harold B. Thompson
11112;Puetz B E
11113;Chodil J J
11114;Abruzzese R S
11115;Wise P S
11118;Robert E Moyers
11122;Habicht Jean-Pierre
11125;Tyrone D Cannon
11126;Thomas Widiger
11130;T. Y. Lin
11133;Simon K. Bearder
11137;Raes Filip
11139;Hermans Dirk
11142;Ivan Poupyrev
11147;Bashkansky M
11151;Peter Wegner
11155;Dana Nau
11158;Gregory A. Dismond
11161;Anselm Spoerri
11167;Scott Brave
11170;Troy Innocent
11172;Tomisaburo Hashimoto
11174;Ming-Huei Shih
11176;Brandon Morse
11178;Zorana Ercegovac
11188;Ajani Jaffer A
11189;Song Shumei
11190;Hochster Howard S
11191;Steinberg Ira B
11194;D. C. S. Allison
11198;P.W. Skelton
11199;J.-P. Masse
11201;L. Simone
11206;Christopher Welty
11208;Louis J. Hoebel
11211;Boncelet C
11212;Pitas I
11215;Jean-Phillipe Chabot
11216;Gallimard Jeunesse
11217;Donald Grant
11220;Gunnar Liestøl
11221;Andrew Morrison
11222;Terje Rasmussen
11226;Brajendra Panda
11228;Joseph Giordano
11230;Daniel Kalil
11234;Carl Machover
11237;Ramesh Jain
11242;Walter A. Sedelow, Jr.
11243;Sally Yeates Sedelow
11248;Gabriel Pereira Lopes
11249;Joaquim Ferreira Da Silva
11250;Victor Rocio
11251;Paulo Quaresma
11256;Newton Lee
11260;Warren Teitelman
11264;Bennett Wilburn
11266;Mary Flanagan
11269;Johan van Halm
11272;Shunsaku hayashi
11274;Günther Hölbling
11276;Tilmann Rabl
11277;Harald Kosch
11279;Clyde W. Holsapple
11280;Andrew B. Whinston
11283;J. H. Felker
11288;John Cayley
11289;Giles Perring
11292;" Amuse-Bouche"
11296;Claudia Robles
11298;Tao Mei
11299;Shipeng Li
11301;Ben Delaney
11304;Alain Guisan
11312;Chris Rush
11318;Hans-Bernd Mühlhaus
11320;Meijer G
11321;Reuss J
11325;Emma Cannell
11326;Li Wan
11333;Alex Biryukov
11338;Leonel Sousa
11339;Frédéric Suter
11340;Alfredo Goldman
11341;Rizos Sakellariou
11342;Oliver Sinnen
11346;Erin Sullivan
11349;Llombart-Bosch Antonio
