ID;pName
22099;Vincent Levy
22103;Mohsen Alimomeni
22104;Reihaneh Safavi-Naini
22108;Mark Van Hoeij
22110;JüRgen KlüNers
22112;Andrew Novocin
22116;Wolfgang Straßer
22119;Jon David
22121;Jim Tiller
22124;Arthur L. Liestman
22125;Thomas C. Shermer
22128;Mustafa Demirci
22131;Gesellschaft für Informatik
22135;Anne Wolowski
22141;Pierre P. Levy
22144;K. Höllig
22145;H. Mögerie
22148;Jane Webster
22152;W. Kwasowiec
22155;Tomoyuki Yamakami
22159;R. J. Faudree
22160;R. J. Gould
22161;M. S. Jacobson
22162;J. Lehel
22163;L. M. Lesniak
22166;John L. Pfaltz
22170;Armin Gabrielian
22171;Seymour Ginsburg
22175;Joshua Brandoff
22176;Hiroki Sayama
22180;Eli Gafni
22185;Anthony Chad Sampanes
22188;Michael O’Neill
22190;Anthony Brabazon
22198;Robert Gowdy
22200;Stephan Frohnhoff
22203;Robert A. Scholtz
22204;Lloyd R. Welch
22209;Giovanni Panti
22212;Endre M. Lidal
22213;Mattia Natali
22214;Daniel Patel
22215;Helwig Hauser
22216;Ivan Viola
22219;Lynn Margaret Batten
22222;David Peleg
22223;Alejandro A. Schäffer
22226;Martin Cooke
22231;Jan C. Aurich
22236;Darryl D. Holm
22237;Rossen I. Ivanov
22238;James R. Percival
22242;Ayse Basar Bener
22243;Maurizio Morisio
22244;Andriy V. Miranskyy
22252;Axel Schröder
22255;Davies, Owen J.
22259;Ian Douglas
22260;Zhengjie Liu
22264;Rachid Guerraoui
22267;Michiel van Malkenhorst
22269;Lex Mollinger
22273;Paul Langacker
22276;Nicol N. Schraudolph
22277;Risi Kondor
22278;Karsten M. Borgwardt
22280;Neil Berrington
22281;David De Roure
22282;Julian A. Padget
22285;Jan Maluszynski
22286;Jørgen Fischer Nilsson
22289;Joram Hirschfeld
22293;Piet Hut
22296;Joris van der Hoeven
22300;Xiong Bin
22301;Zheng Zhongyi
22304;Kevin Mcgee
22305;Jörgen Skågeby
22308;Ronald Gould
22310;F. Yonezawa
22311;S. Sakamoto
22312;S. Nosé
22318;Lars Noschinski
22322;Jian Yin
22324;Xianli Fan
22325;Yiqun Chen
22326;Jiangtao Ren
22341;M. Lacroix
22343;A. Pirotte
22346;Hector Rodriguez
22348;Alan Chatham
22349;Ben A.M. Schouten
22350;Cagdas Toprak
22351;Florian Mueller
22352;Menno Deen
22354;Regina Bernhaupt
22356;Rohit Khot
22358;Sebastiaan Pijnappel
22362;Michael van Lent
22365;Nicholas Desbiens
22370;Yolande Clerke
22373;Hyunjung Shin
22375;N. Jeremy Hill
22377;Andreas Martin Lisewski
22379;Joon-Sang Park
22386;Frank Heinrich
22387;Klaus Otto
22389;Mihir Bellare
22390;Viet Tung Hoang
22391;Phillip Rogaway
22395;Peter Mertens
22397;Tarmo Uustalu
22401;Martin Neumann
22404;Andrzej W. Jankowski
22407;Walter Penney
22410;F. G. Asenjo
22413;Albert Pfluger
22416;P. J. Chernoff
22420;Charles L. Bernier
22423;Michael O'Rourke
22425;Darcy Gerbarg
22427;Vera Molnar
22429;Mark Marcin
22431;Thomas Porett
22433;Sarah Gordon
22437;Paul Walker
22440;Jonathan Raper
22445;Patricia Griffiths Selinger
22449;Fritz Henglein
22453;Salvatore Mamone
22456;Nir Shavit
22458;Asaph Zemach
22463;Hans L. Bodlaender
22464;Joost Engelfriet
22468;Bruce C. Klopfenstein
22471;Gianfranco Doretto
22472;Alessandro Chiuso
22474;Ying Nian Wu
22476;Stefano Soatto
22479;H. V. Jagadish
22481;David States
22482;Burkhard Rost
22486;Andrew Kennedy
22489;Dennis Shasha
22490;Steve Rozen
22493;Lehmann, Daniel J.
22494;Smyth, Michael B.
22496;Sergio Antoy
22500;" Staff"
22503;Zhixiang Hou
22508;Alison Clear
22509;Kate Sanders
22515;Jean-Michel Knippel
22519;Paul Frenger
22523;Janice I. Glasgow
22524;Burkhard Rost
22529;Michael McAllister
22530;Jakub Segen
22532;Sanjiv Kumar
22533;Vladimir Kolmogorov
22537;Keiko Takahashi
22540;Yasuo Takada
22542;Sawako Matsumura
22543;Shinri Sano
22544;Norimichi Idehara
22546;Tim Purcell
22551;Thomas Kammer
22555;Christoph Grimmer
22556;Lasse Schwarten
22558;Khalil Djelloul
22563;Kirsten Bergmann
22564;Marcus Blümel
22566;Peter König
22569;Muhammad Zaheer Aziz
22571;Forouzan Golshani
22575;Klaus Dittrich
22576;Andreas Oberweis
22577;Kai Rannenberg
22579;Stephan Weller
22583;Stefan Schlobach
22587;Hubert B. Keller
22590;Mathias Fuchs
22595;Niels Windfeld Lund
22599;Shahar Zaks
22601;Ha Byeongwon
22603;Carmen Thompson
22605;Jean-Christophe Aval
22607;Adrien Boussicault
22608;Sandrine Dasse-Hartaut
22611;James P Conlan
22615;Robert Winter
22622;Lior Rokach
22623;Oded Maimon
22624;Lior Rokach
22628;Al A. Tuszynski
22633;Lawrence Lowe
22637;Aimo Torn
22638;Antanas Zilinskas
22642;Jon Louis Bentley
22645;Nikolaos V. Sahinidis
22649;Emilie Clavel
22651;Jakub Niwa
22655;Jonas Gomes
22657;Bruno Costa Silva
22658;Lucia Darsa
22659;Luiz Velho
22662;Aaron Dutle
22663;Bill Kay
22666;Michael O'Rourke
22668;Tali Treibitz
22673;Klaus Pohl
22674;Andreas Reuys
22676;Andrew Kennedy
22679;Václav Chvalovský
22682;Søren Lauesen
22686;Robert E. Jamison
22690;Philip Sharp
22693;Yuri Kifer
22698;Giovanni Livraga
22700;Timothy D. Wilkinson
22703;Klaus Kursawe
22706;Brijnesh J. Jain
22708;Klaus Obermayer
22711;Jouko A. Väänänen
22714;Kimmo I. Rosenthal
22717;J. Soukup
22722;Masayoshi Obata
22723;Misako Saka
22725;Meg McGinity
22727;David A. McAllester
22729;Jules Bloomenthal
22731;A. Vince
22734;Vincent Danos
22736;Jean Krivine
22738;Paweł Sobociński
22740;Konstantinos Georgatos
22743;Fei Liu
22745;John Roddick
22749;Hugo de Garis
22753;Nathan Reading
22756;Janice Honeyman-Buck
22761;A. Corradini
22762;U. Montanari
22763;F. Rossi
22767;Ben Stassen
22769;J. M. Moshell
22770;B. Blau
22771;X. Li
22774;David R. Musser
22775;Alexander A. Stepanov
22778;Michael Fastenbauer
22781;Delarcy Da Silva Vicente Matta
22785;Roy Want
22789;Peter D. Lax
22792;Mark Harris
22795;Qixing Huang
22796;Bailin Deng
22798;Alexander Schiftner
22800;Martin Kilian
22802;Elizabeth Scott
22803;Adrian Johnstone
22806;Therese Biedl
22808;Mohammad T. Irfan
22810;Justin Iwerks
22811;Joondong Kim
22812;Joseph S.B. Mitchell
22819;J. P. Cohoon
22820;W. D. Paris
22827;Ziyad S. Al-Salloum
22832;Thomas R. Welch
22835;Pavol Hell
22839;Pär J. Ågerfalk
22842;Christopher Habel
22843;Simone Pribbenow
22847;Iwao Sugai
22851;Ansgar Bredenfeld
22852;Horst Günther
22853;Jörg Hermes
22854;Giovanni Indiveri
22855;Herbert Jaeger
22856;Hans-ulrich Kobialka
22857;Paul-gerhard Plöger
22858;Peter Schöll
22859;Andrea Siegberg
22861;Aaron Zollinger
22865;Felix Matthäi
22866;Dirk Steines
22867;Sven Wietstock
22868;Ingo Froböse
22871;Meng Wang
22873;Jeremy Gibbons
22874;Kazutaka Matsuda
22876;Zhenjiang Hu
22881;Liujuan Cao
22882;Qiong Liu
22886;Przemyslaw Grzegorzewski
22893;David Dominguez-Sal
22894;Victor Muntés-Mulero
22895;Norbert Martínez-Bazan
22896;Josep-Lluis Larriba-Pey
22900;Pierre Rousseau
22901;Vincent Jolivet
22902;Djamchid Ghazanfarpour
22906;Ralf Lämmel
22910;Sudeep Sarkar
22911;Zongyi Liu
22913;Jesse Fewell
22915;Jan Pries-Heje
22916;Michael Rosemann
22920;Kaijen Hsiao
22921;Leslie Pack Kaelbling
22928;Catherine Dubois
22929;François Rouaix
22930;Pierre Weis
22935;Benjamin N. Grosof
22938;Leon Glass
22939;Matthew Smith
22941;Dejan Todorovic
22943;Qamrul Hasan Ansari
22944;Mahboubeh Rezaei
22948;Dirk Fox
22951;Bruce Hendrickson
22955;H. C. Bezner
22961;C. J. Date
22967;Mark Weisz
22970;David A. Basin
22973;Andreas Eisele
22974;Jochen Dörre
22980;Christoph Busch
22982;CORPORATE ANSI Accredited Technical Subcommittee X3J3
22986;David Mutchler
22990;Jan A. Mulder
22995;Ingemar Cox
22996;Matthew L. Miller
22997;Jeffery A. Bloom
23001;Chris Davison
23004;Newton Lee
23007;C. J. Efthimiou
23010;Alfred Hübler
23014;Yoav Freund
23017;Anja Thieme
23018;Madeline Balaam
23019;Jayne Wallace
23021;David Coyle
23023;Siân Lindley
23026;Dino Gerardi
23027;Leeat Yariv
23031;Sourav Sen Gupta
23032;Willi Meier
23035;Kai A. Olsen
23036;Robert Korfhage
23039;Emilie Diot
23040;Sébastien Tavenas
23041;Nicolas Trotignon
23044;Q. Li
23045;Q. Meng
23046;W. Gao
23047;S. Yang
23051;Michael Adams
23053;Maja Pesic
23054;Helen Schonenberg
23056;Antonio Badia
23060;Derrick Grover
23080;David S. Ebert
23082;Jean M. Favre
23084;Ronald Peikert
23088;C. Capurro
23089;Francesco Panerai
23090;Giulio Sandini
23094;Oliver Günther
23096;Christof Leng
23098;Hartmut Pohl
23101;Simone Rehm
23105;Peter Liggesmeyer
23108;Robert Fox
23111;Richard Hurford
23112;Adam Martin
23113;Povl Larsen
23118;Roger W Motson
23121;Michael Knopp
23124;Hans Hinterberger
23126;Koichi Furukawa
23130;E. Stewart Taylor
23134;Pardeep Sud
23138;Sven Laumer
23140;Alexander von Stetten
23141;Andreas Eckhardt
23144;P.G. Kostyuk
23145;R. Llinás
23146;A.D. Smith
23149;Debra L. Cook
23150;Moti Yung
23151;Angelos D. Keromytis
23153;Tony Brooks
23156;Hank Wolfe
23162;Thomas Bartz-Beielstein
23163;Jürgen Branke
23164;Jörn Mehnen
23165;Olaf Mersmann
23169;Jonas Rommelspacher
23173;Volker Nissen
23175;Rafiqul Gani
23178;Ágoston E. Eiben
23179;James E. Smith
23183;Kurt Mehlhorn
23186;Douglas N. Walton
23188;David L. Denlinger
23189;Leslie Strong
23192;Matt Hamon
23195;Francis Wray
23199;Yuri Gurevich
23201;G.E. Ostrin
23202;S.S. Wainer
23206;V. Cmiel
23208;O. Janousek
23209;J. Kolarova
23213;Aisha Naseer
23214;Loredana Laera
23215;Takahide Matsutsuka
23218;Kevin Hughes
23220;Victor Grzeda
23221;Michael Greenspan
23225;Pizer I H
23233;William B. Langdon
23237;F.P. Chiang
23238;G.T. Reid
23242;Lawrence David Davis
23243;Kenneth De Jong
23244;L. Darrell Whitley
23245;Michael D. Vose
23249;Sooha Park Lee
23250;Jeremy B. Badler
23253;L. P. Schmid
23257;Gail Marshall
23262;Matthias Schröder
23266;Marco Tomassini
23270;Klaus-Jörn Lange
23271;Klaus Reinhardt
23274;Hans Georg Carstens
23275;Peter Päppinghaus
23281;Catherine C. McGeoch
23284;Miguel Palomino
23288;Gail C. Murphy
23293;Michael M. Gorman
23297;Vilém Novák
23299;Bernard De Baets
23301;E. G. Mallach
23305;Jiří Adámek
23307;Stefan Milius
23308;Jiří Velebil
23312;DeMaria, A.
23316;Sándor Jenei
23321;Rebecca M. Steiner
23325;Nicholas Downing
23327;Thibaut Feydy
23328;Peter J. Stuckey
23332;Martin Wirsing
23334;Manfred Wurm
23336;Marc Ebner
23340;Hector Sabelli
23341;Lazar Kovacevic
23344;Jürgen Nehmer
23345;Winfried Kalfa
23348;Douglas J. Klein
23350;Lê N. m
23358;Andreas Blass
23359;Michal Moskal
23360;Itay Neeman
23364;Mário Amado Alves
23365;Alípio Jorge
23366;José Paulo Leal
23370;Michael Kircher
23373;Stefan Edelkamp
23374;Shahid Jabbar
23375;Stefan Schrödl
23379;B. Whitby
23383;Eugen Schaefer
23389;David Samyde
23392;Jimei Yang
23393;Yi-Hsuan Tsai
23394;Ming-Hsuan Yang
23399;Jean Pierre Roux
23400;Mac Guff Ligne
23401;Nicolas Trout
23403;Staff
23406;Jessica Smith Rolston
23410;Howard Falk
23413;Heiko Hamann
23414;Heinz Wörn
23418;John Cantwell
23421;Carol V. Brown
23422;Cynthia Mathis Beath
23423;Jeanne W. Ross
23427;Hermann Meyer Zu Selhausen
23430;Victor A. McKusick
23431;Frank H. Ruddle
23434;Michael Behrisch
23435;Amin Coja-Oghlan
23436;Peter Liske
23438;Peter Kreyssig
23439;Peter Dittrich
23443;John W. Slocum
23446;Blute Michael L
23449;Gardner Thomas A
23453;Joachim W Thüroff
23458;Witold Pedrycz
23463;Tony Cawkell
23467;Elke Mirau
23470;Stites John S
23473;Jin Xiong
23475;M. Imbert
23478;Yann LeCun
23479;Léon Bottou
23480;Genevieve B. Orr
23481;Klaus-Robert Müller
23485;Tilman Börgers
23486;Peter Postl
23489;A. S. Kayhan
23493;Einar Smith
23496;Didi Schutz
23498;R. Sellger
23502;Tony Lambie
23503;John Long
23507;Harry Gray
23508;Will Leonard
23512;John Woods
23515;Reinhold Kern
23519;Geoffrey G. Lloyd
23522;A. Solodkin
23523;G.W. Van Hoesen
23525;Michel F. Angel
23526;J. Brian Boyd
23527;Marjorie Braam
23528;Bill Dzwierzynski
23529;Denni S. P. Goosens
23530;Gerald F. Harris
23531;Gayle Moore-Hilton
23532;Allan M. MacLeod
23533;Michel Rooks
23534;William A. Seiler
23535;Andrew J. Wieland
23536;Robert Zhong
23540;S. Saxby
23546;RICHARD KIMBER
23549;Barbara Franz
23550;Markus Lehner
23551;Herwig Mayr
23552;Margit Mayr
23554;Allan Kelly
23556;Nicolas Prcovic
23561;Jack Edmonds
23565;Lena Bonsiepen
23566;Wolfgang Coy
23569;Robert Deg
23572;Peter J. Thomas
23573;Hans-werner Gellersen
23576;Graeme W. Milton
23577;Pierre Seppecher
23581;Barry Hartley Slater
23586;Dwight R. Bean
23589;John Mcgregor
23591;Alex Aizman
23597;Ravi Nair
23599;J A Foster
23608;Tanja Lange
23614;Marc Luria
23617;Alex McLean
23620;Arthur Iwan Baars
23622;MOFFITT GRAND ROUNDS
23623;William Cance
23624;Steven Grant
23625;Sunil Hingorani
23626;Liang W. Go
23627;Stephen Baylin
23631;Bernward Bayer
23632;Axel Büse
23633;Paul Linhoff
23634;Peter E. Rieth
23635;Stefan Schmitt
23636;Bernhard Schmittner
23637;Jürgen Völkel
23639;Krishna, P.R.
23641;Karlapalem, K.
23644;K J Åström
23645;J J Anton
23646;K E Årzén
23650;David Kahn
23652;Names Withheld
23655;R. T. Nash
23658;JEFFREY HELZNER
23661;James V. Burke
23662;Jorge J. Moré
23666;T. Sato
23667;H. Tamaki
23676;Mark D. Eggers
23681;Simon Field
23682;Michael Waidner
23685;Amnon Ta-Shma
23686;David Zucherman
23689;Jun-yong Noh
23691;Ulrich Neumann
23693;Gloria Mark
23696;J. Gerig
23699;Bodil Jönsson
23703;" IEEE MultiMedia"
23708;Norman Biggs
23712;Matthias Fuchs
23715;" Computational Linguistics Staff"
23718;Keigo Watanabe
23719;M. M. A. Hashem
23723;Newton Lee
23726;Deepayan Chakrabarti
23728;Ravi Kumar
23729;Andrew Tomkins
23731;DANIEL G. LEE
23733;JOHN PATRICK UDO
23736;Michael Sipser
23737;Daniel A. Spielman
23741;Rebecca J. Wirfs-Brock
23745;Charalambos A. Charalambides
23749;Gary C. Borchardt
23751;Jeremiah Teipen
23753;Josep Carmona
23755;Jordi Cortadella
23756;Mike Kishinevsky
23757;Alexander Taubin
23760;Yuval Ishai
23761;Eyal Kushilevitz
23762;Rafail Ostrovsky
23763;Amit Sahai
23766;Charles Petrie
23769;Yang Cai
23776;Julynn Miller Benedetti
23778;Katie Koepfinger
23779;Burcum Turkmen
23780;Laura Simpson
23781;Bob Spikman
23782;Sandra SuijkerBuijk
23783;Rico Minten
23784;Jorien Kemerink
23786;Yuanjie Huang
23787;Paolo Ienne
23788;Olivier Temam
23789;Yunji Chen
23790;Chengyong Wu
23794;Roberto Ghiselli Ricci
23798;Barbara Rauch
23801;Matthias Englert
23803;Heiko Röglin
23805;Jacob Spönemann
23806;Berthold Vöcking
23810;Jian-Sheng Wu
23812;Wei-Shi Zheng
23813;Jian-Huang Lai
23818;Iêda Chaves Pacheco Russo
23819;Zelita Caldeira Ferreira Guedes
23820;Camila Queiroz de Moraes Silveira Di Ninno
23821;Ana Tereza Brandão de Oliveira e Britto
23822;Zuleica Camargo
23823;Ana Luiza Gomes Pinto Navas
23824;Beatriz Mendes
23828;JACQUES JAYEZ
23829;ENS-LSH Lyon
23830;LUCIA M. TOVENA
23831;UniversiteParis VII
23834;A. Cawsey
23838;Paula Roberts
23841;John Erickson
23842;Keng Siau
23844;Roberto Mantaci
23845;Fanja Rakotondrajao
23852;Esther Shein
23854;José Corral
23857;Andy M. Tyrrell
23859;Andrew J. Greensted
23863;J. H. Wensley
23865;William McCuaig
23869;David A. Evans
23871;Jason R. Baron
23873;Chris Buckley
23875;Robert S. Bauer
23880;Joaquin Vanschoren
23882;Hendrik Blockeel
23883;Bernhard Pfahringer
23884;Geoffrey Holmes
23888;J. P. Morgan
23889;Xinwei Deng
23892;András Kornai
23895;Michael J. McCloskey
23900;Choh-man Teng
23904;Joel Berman
23908;Nancy Ide
23910;Jean Véronis
23914;Shengtian Yang
23917;Patrick Maher
23926;Patrice Mugnier
23927;Ali Ensad
23929;Brian Randell
23933;James Boland
23934;Fred Buckley
23935;Mirka Miller
23938;Christian Gollier
23941;Norman Walsh
23945;Ariel Caticha
23949;John Warchus
23953;Pietro Schicker
23956;Sang-goo Lee
23957;Zhiyong Peng
23958;Xiaofang Zhou
23962;Hilary McLellan
23966;Kaichang Zhou
23967;Jason Heikenfeld
23969;Karl Amundson
23971;Eric Linder
23974;Ranulph Glanville
23979;Marcel Salathé
23980;Linus Bengtsson
23981;Todd J Bodnar
23982;Devon D Brewer
23983;John S Brownstein
23984;Caroline Buckee
23985;Ellsworth M Campbell
23986;Ciro Cattuto
23987;Shashank Khandelwal
23988;Patricia L Mabry
23989;Alessandro Vespignani
23993;David Doty
23996;Robert Fox
24001;Yvo Desmedt
24003;Luc Bouganim
24004;Yanli Guo
24006;Eugen Stamate
24007;Geun Young Yeom
24009;Michael Sobol
24013;Harvey Marron
24017;Sanjaya Mishra
24020;Antoni Mazurkiewicz
24023;Ramesh Jain
24026;Jean Arlat
24027;Andrea Bondavalli
24028;Felicita Di Giandomenico
24029;Mohamed Tahar Jarboui
24030;Eric Jenn
24031;Karama Kanoun
24032;Ivan Mura
24033;David Powell
24037;S. Mehdi Hashemi
24040;David WJ Stringer-Calvert
24046;Herbert A. Simon
24049;Ran Canetti
24050;Cynthia Dwork
24051;Moni Naor
24055;Alfred Bruckstein
24056;Robert J. Holt
24057;Arun Netravali
24061;Charles Perrow
24063;Nicklas Lundblad
24070;Bill N. Schilit
24071;Uttam Sengupta
24073;Doug Easterly
24075;Mark David Hosale
24076;John Thompson
24093;Agata Ciabattoni
24095;George Metcalfe
24098;Sebastian Rönnau
24103;Bei Tang
24104;Guillermo Sapiro
24107;Peter Batzer
24109;Ronald E. Day
24110;Hamid R. Ekbia
24113;Dino Karabeg
24117;Shengyang Dai
24118;Ming Yang
24119;Ying Wu
24120;Aggelos K. Katsaggelos
24124;Colette Rolland
24128;Gerard Briscoe
24131;Kaishun Wang
24132;Yan-quan Feng
24135;Lars Svensson
24138;Jingjing Liu
24140;Yalou Huang
24141;Dong Li
24142;Fanghao Wu
24143;Bin Li
24145;Hiroyuki Hirashima
24146;Oh-Kyong Kwon
24148;Peter Mertens
24150;Jiseok Song
24152;Boram Lee
24154;Hyunjung Kim
24158;Ludger Winkels
24160;Tanja Schmedes
24163;Kenneth V. Price
24167;Pedro Matos de Carvalho
24168;Carlos Mendes
24169;Miguel Mira da Silva
24173;A. Blikle
24176;Akiko Tohma
24181;Frank McSherry
24182;Derek Gordon Murray
24183;Rebecca Isaacs
24184;Michael Isard
24187;Yuh-jeng Lee
24191;Vijay Varadharajan
24193;Khanh Quoc Nguyen
24197;Shalom Tsur
24201;Héctor García-Molina
24202;Mei Hsu
24206;Amy Jo Kim
24210;Howard A. Blair
24213;Paul Rademacher
24214;Michael North
24215;Todd Gaul
24217;P. Z. Ingerman
24219;Torben Hagerup
24220;Peter Bro Miltersen
24221;Rasmus Pagh
24229;Wolfgang Coy
24233;Laurent Siklóssy
24234;Marc Ayel
24237;Dana J. Parker
24242;Gertrude Neuman Levine
24247;Chris Harrison
24248;Scott Hudson
24253;Kees (C. J.) Overbeeke
24257;Chul E. Kim
24260;Kinsun Tam
24264;Erich Grädel
24265;Sebastian Siebertz
24270;Will Jones
24271;Tony Field
24272;Tristan Allwood
24276;Irwin D. Kuntz
24280;Saso Dzeroski
24281;Ljupco Todorovski
24284;Ludger Fiege
24288;Michael Gelfond
24289;Halina Przymusinska
24290;Vladimir Lifschitz
24291;Miroslaw Truszczynski
24293;Walter Schrabmair
24297;Hazel Webb
24298;Daniel Lemire
24299;Owen Kaser
24302;Daniel Voigtländer
24303;Thomas Schmischke
24306;Francesco Di Cerbo
24307;Gabriella Dodero
24308;Paola Forcheri
24310;Harald Zankl
24312;Harold W. Thimbleby
24315;Boban Velickovic
24322;François Bry
24324;Rainer Manthey
24325;Heribert Schütz
24332;Samuel P. Midkiff
24335;Thomas George
24336;Vivek Sarin
24338;Richard Helm
24339;Kim Marriott
24343;Verónica Dahl
24346;Peter L. Hammer
24347;Uri N. Peled
24350;Lawrence S. Moss
24353;Lowell W. Beineke
24354;Robert C. Vandell
24357;Carlos Martín-Vide
24358;Gheorghe Păun
24362;Robert E. Schapire
24366;Reinhard Klette
24370;Andrea Maggiolo-Schettini
24371;Józef Winkowski
24374;Adam Tauman Kalai
24375;Ankur Moitra
24376;Gregory Valiant
24378;David Ginat
24382;Vijay Gopalakrishnan
24383;Bobby Bhattacharjee
24384;Peter Keleher
24388;Jonathan Sykes
24389;Richard Wiseman
24393;Anita Wasilewska
24397;Boris Otto
24400;Yi-shiung Yeh
24401;Chu-hsing Lin
24402;Chan-chi Wang
24406;Ji Liu
24407;A. Stephen Morse
24408;Brian D. O. Anderson
24409;Changbin Yu
24412;John W. Estes
24413;William Staton
24416;Antonio Bicchi
24417;Alessia Marigo
24420;Erwin Kreyszig
24422;Geoff Wyvill
24424;Emanuele Munarini
24426;Claudio Perelli Cippo
24427;Andrea Scagliola
24428;Norma Zagaglia Salvi
24430;Verónica Dahl
24431;Paul Tarau
24432;Yan-nong Huang
24436;Kenneth L. McMillan
24440;Claude Berge
24444;Endre Boros
24446;Vladimir Gurvich
24447;Roy Meshulam
24451;Thilo Münstermann
24452;Jens Völzke
24453;Paul Flachskampf
24455;Swarup Mohalik
24457;Igor Walukiewicz
24460;Daniel Maystre
24462;Noga Alon
24463;Joel Spencer
24464;Tibor Szabó
24467;André Nies
24471;Ian F. C. Smith
24474;Juan Aparicio
24476;Joaquín Sánchez-soriano
24482;Charles B. Daniels
24486;Belur V. Dasarathy
24488;Peter Patchen
24490;N. Sager
24494;Frank Davidoff
24498;Ronald S Burt
24502;Valentin E. Brimkov
24504;Reneta P. Barneva
24509;Xavier Daragon
24511;Michel Couprie
24512;Gilles Bertrand
24514;Clement W. H. Lam
24515;Ying Miao
24518;Robert W. Witty
24525;Claus O. Wilke
24528;Ronald Rousseau
24529;Ian Rowlands
24532;Giovanna Corsi
24534;Silvio Ghilardi
24538;Michael A. Caloyannides
24540;Nasir Memon
24542;Wietse Venema
24544;Hiroshi Matoba
24546;August-Wilhelm Scheer
24551;Jeong-Mo Hong
24552;Chang-Hun Kim
24554;Andrew Huang
24558;James Faure Walker
24561;Kazumasa Ozawa
24565;Elizabeth L. Mansfield
24566;Peter E. Hydon
24571;Qiong Liu
24572;Patrick Chiu
24573;Lynn Wilcox
24575;Enrico Giunchiglia
24578;Julia Tagger
24581;Mario A. M. Guimaraes
24583;Richard Austin
24585;Huwida Said
24589;Tom Chávez
24591;Ross D. Shachter
24595;Joshua Tanenbaum
24596;Karen Tanenbaum
24597;Ron Wakkary
24599;Marilli Mastrantoni
24600;Evangelos Haviaris
24604;Matthias Steup
24608;Karlheinz Kautz
24611;Gordon Bell
24612;Jim Gray
24614;Heikki Mannila
24615;Kari-jouko Räihä
24618;Ramesh Jain
24620;William W. Agresti
24622;Kaushal Chari
24624;Saravanan Seshadri
24628;Ignacio López Franco
24630;Ross Street
24631;Richard J. Wood
24634;John Grundy
24638;S. Rugaber
24639;K. Stirewalt
24640;L. M. Wills
24643;Jouni K. Seppänen
24646;Timothy K. Shih
24647;Rong-Chi Chang
24648;Su-Mei Chou
24649;Yu-Ping Chen
24650;Huan-Chi Huang
24653;Scott Davidson
24657;Phillip Windley
24660;Doug Ikeler
24663;Catherine Lasser
24667;Bill Moggridge
24671;David Notkin
24676;Ton Kalker
24679;Ilya Shpitser
24681;Judea Pearl
24683;Roberto Lublinerman
24685;Jisheng Zhao
24686;Zoran Budimlić
24687;Swarat Chaudhuri
24688;Vivek Sarkar
24692;Dimiter Avresky
24693;Erik Maehle
24697;Kosar, Tevfik
24698;Raicu, Ioan
24702;Adolfy Hoisie
24703;Darren J. Kerbyson
24704;T. P. Straatsma
24708;Paolo Favaro
24710;Enrico Grisan
24714;Peter-Michael Osera
24715;Vilhelm Sjöberg
24716;Steve Zdancewic
24720;Jakob E. Bardram
24725;Youn-kyung Lim
24729;Jaewoo Lee
24730;Chris Clifton
24733;Sean Clark
24736;Andrea StupňAnová
24740;Salvatore Distefano
24743;Aaron K. D. Sze
24747;Hongbo Ni
24748;Xingshe Zhou
24749;Kejian Miao
24753;Dominique Duval
24757;Phillip J. Windley
24759;Rob Haimes
24763;Hartmut Wedekind
24764;Theo Härder
24767;Markku Sakkinen
24770;Richard Kaye
24774;Wayne C. Hardwick
24776;Donald Bluhm
24780;Jorge Horacio Doorn
24784;Gunter Saake
24785;Andreas Heuer
24787;John Cullen
24791;R. A. Davenport
24794;Alexandra Shlapentokh
24797;Marie-Theres Tinnefeld
24799;Alexander Roßnagel
24801;Sebastian Clauß
24802;Thomas Kriegelstein
24804;Pasquale Pagano
24805;Leonardo Candela
24806;Donatella Castelli
24809;Vladimir Vovk
24810;Akimichi Takemura
24811;Glenn Shafer
24814;Ian G. Anderson
24815;Lucy A. Tedd
24818;Abraham Bookstein
24823;H. Eggers
24825;A. Rothkegel-Schramm
24826;W. Klein
24827;H. J. Weber
24828;H. Zimmermann
24831;Dolores Kaufman
24834;Floris Roelofsen
24838;Andreas Heuer
24839;Kai-Uwe Sattler
24842;Akira Nakamura
24844;Gaetano Borriello
24845;Trevor Pering
24846;Keith I. Farkas
24849;Tom Lenaerts
24851;Dominique Chu
24853;Richard Watson
24860;Karim Douïeb
24864;Jörn Müller-Quade
24865;Dirk Achenbach
24866;Bernhard Löwe
24868;Edward A. Fox
24869;Mohamed Magdy Gharib Farag
24870;Fang Jin
24871;Jonathan Leidig
24872;Sai Tulasi Neppali
24876;Aditya Sankar
24877;Archana Prasad
24878;Joseph Joy
24879;Naren Datha
24880;Ajay Manchepalli
24883;Dominic Dunlop
24885;Sébastien Varrette
24886;Pascal Bouvry
24890;Ulrich Fahrenberg
24893;Johan Fornaeus
24898;Lisa Neal
24903;Robin Baker
24905;Camille Moussette
24907;Stoffel Kuenen
24908;Ali Israr
24911;Bérénice Oger
24913;Brian Martin
24915;Koray Tahiroglu
24917;Valtteri Wikström
24918;Simon Overstall
24919;Thomas Svedström
24920;Johan Kildal
24921;Teemu Tuomas Ahmaniemi
24922;Kiel Long
24923;John Vines
24924;Hiromi Nakamura
24926;Homei Miyashita
24928;David Harel
24929;Jerzy Tiuryn
24933;Damien Ludi
24934;Colin Peillex
24935;Daan Spanjers
